F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,label
44.036034,0.06327933,43.37337,44.161755,46.38548,3.0121078,178.05432,179.63846,25.236609,15.361649,0.6318825,1.2214459,0.010828673,0.2661887,1.305831,1.2950023,15.67737,9.608394,11.8516245,7.5235605,0.32501286,1.3669405,4.8661604,2.328615,-7.4725127,-2.396273,-3.6488678,-3.5043304,-19.110695,-1.1374322,0.028243871,1.8729255,1.0073568,0.8199914,9.706522,0.60200304,6.5041976,1.1830891,12.979832,0.80398726,867.5824,0.4094079,1021.2742,0.35181507,-136.2155,-0.6475536,1837.8663,0.21701078,781.1341,0.3684301,-116.09528,-0.79264253,3012.8218,0.105862945,595.457,0.726855,-118.46779,-0.75387925,-5.352201,-1.211608,17.053469,0.43745843,0.15688504,0.21919926,-0.0018787477,-5.8089876,0.70113176,0.60318655,11.356587,1.0470883,-17.956726,-1.1437572,-7.1420574,-2.1991384,-37.773373,-0.5122516,0.23803835,7.0735154,0.11059119,0.010195191,0.023267267,2.2959185,0.7751938,0.57666665,0.49868712,0.5175,0.36423722,-29.33439,06
32.148613,0.054150388,31.289232,32.119625,33.534893,2.2456608,183.99805,239.22514,17.688467,8.79871,0.22411022,1.0006286,0.009276547,0.16610917,0.44344532,0.4341688,2.4039772,1.6047318,3.7076402,2.0251424,0.048649788,1.0929483,20.516422,0.8986939,4.702608,2.4127247,14.326481,0.87766457,-2.988606,-6.538555,0.008146404,0.8717875,0.6702031,0.99269414,9.1641655,0.41406047,-0.35669065,-22.831478,18.05996,0.37252334,449.36063,0.37861535,1187.902,0.19582579,-100.258865,-0.953491,1415.9703,0.21047972,860.9049,0.3333437,-103.49515,-0.87655437,2520.484,0.088752344,652.8421,0.50864315,-106.3361,-0.82605827,-13.549512,-0.5216609,21.00478,0.3680082,0.08703806,0.40821493,-0.024336806,-0.5728189,0.085304454,0.57402015,33.051117,0.40773433,1.1169671,11.084749,17.407043,0.91364187,-14.83733,-1.2966592,-13.885838,24.865902,-0.019330885,0.0072610592,0.008760823,1.7316017,1.094092,0.474,0.27507088,0.3483333,0.41614968,-42.817112,01
32.289375,0.035375822,31.405296,32.021088,33.646885,2.2415886,17.155088,6.2908196,8.723329,5.923902,0.21311234,0.99502647,0.009617662,0.16291209,0.40134338,0.39172572,2.3556807,1.7848078,3.583955,1.833569,0.045363337,1.0973539,20.616573,0.88422954,3.9736876,3.0495245,12.956703,0.89979637,-3.9243925,-5.0248175,0.010350793,1.183014,0.78947556,1.0100111,9.4211445,0.3420613,0.6501721,11.427286,20.947931,0.26641104,464.25284,0.42278332,1209.6398,0.21109001,-96.38549,-1.0002692,1431.8837,0.20835806,922.10864,0.30217203,-100.97276,-0.89675677,2551.3726,0.07893053,694.715,0.5227505,-104.671814,-0.83139884,-14.48609,-0.4108277,22.271338,0.29410157,0.08503408,0.40751493,-0.022811033,-0.55694586,0.07864416,0.5734792,33.392094,0.37030855,2.6908863,4.758076,15.510806,0.93196404,-14.703556,-1.3707753,-10.984825,21.91555,-0.007163118,0.0069779973,0.006816174,1.7429196,0.88105726,0.60749996,0.24883477,0.5025,0.44493678,-43.32506,01
32.119595,0.06210353,31.483852,32.113995,33.735054,2.2512016,857.1654,842.8722,16.898367,12.301411,0.18007691,0.97184473,0.008933813,0.14678478,0.3576131,0.34867927,2.3024628,1.7466344,2.5433946,1.3911465,0.04315046,1.0746658,18.362238,1.0645344,7.7355065,1.4874794,14.118564,0.71772575,-2.1152139,-8.909134,0.0086850105,0.9374578,0.732171,0.8955854,8.669004,0.44515032,1.8185754,4.5078197,21.946955,0.25971282,460.4682,0.4501502,1186.1302,0.22808217,-108.61062,-0.88409567,1426.2786,0.21931222,851.9266,0.3344072,-111.77062,-0.80210507,2538.0623,0.10603762,675.7511,0.54478794,-114.44448,-0.75732464,-13.976736,-0.54283607,21.767479,0.35356107,0.098271966,0.37287322,-0.022754958,-0.5861444,0.079080716,0.5130999,32.35865,0.47000724,1.9617951,5.714872,17.871141,0.6723357,-15.729236,-1.1866021,-12.660863,23.212553,-0.010775099,0.0064377612,0.010455087,1.9313306,1.5184381,0.31142855,0.16694126,0.32714286,0.4077364,-45.050816,01
32.394814,0.04147729,31.56786,32.10486,33.91295,2.345089,11.729899,4.2974815,11.115897,4.698641,0.2047999,0.915327,0.0104169855,0.18538457,0.39599097,0.38557398,1.8233882,0.95877516,2.7860107,1.8123683,0.04235421,0.99131525,21.394146,0.9029098,6.844409,1.78482,14.148541,0.82767344,1.6462202,10.254121,0.00912966,1.5708405,0.69255185,1.1541498,9.80503,0.33073345,1.346486,5.844423,21.539787,0.26845023,488.32004,0.4355142,1161.4503,0.20492613,-102.61907,-0.9319489,1472.9408,0.19978893,859.6036,0.2979536,-107.55963,-0.8286152,2543.8462,0.09709332,752.0091,0.4439948,-110.49792,-0.77960044,-14.002184,-0.4725141,22.175774,0.3381357,0.09021907,0.4166524,-0.022249963,-0.50766784,0.07231235,0.51267076,34.516747,0.40035942,1.2078565,8.159381,17.236134,0.7751579,-9.4236355,-1.6665084,-14.480945,25.206163,-0.021905245,0.006776896,0.012344516,1.754386,1.330377,0.36666667,0.13274871,0.26375,0.33992416,-43.886154,01
32.772533,0.071823694,31.425215,32.03372,35.59331,4.1680965,21.146141,18.500248,6.4756565,7.5632277,0.12135262,0.8874994,0.0092894435,0.1051659,0.22142965,0.2121402,1.5832034,1.2831576,1.5583783,0.6791714,0.022350274,0.9455195,22.137424,0.8503696,11.732305,0.8150585,14.598361,1.0643184,1.1817465,15.678151,0.00961229,1.4731474,0.66871816,1.2909702,10.5938635,0.27380356,3.4789057,1.9550588,24.880415,0.2911416,448.56866,0.2939913,1242.8771,0.16372524,-102.195854,-0.92354673,1464.9982,0.1918983,804.18866,0.33439288,-106.36918,-0.81660247,2648.1199,0.060791053,770.6942,0.6423809,-111.27659,-0.7386638,-18.26312,-0.4292053,27.881285,0.32559827,0.07755496,0.40297657,-0.022874672,-0.59092534,0.0354786,0.51689637,35.202606,0.28878328,12.060986,0.6984943,17.975971,1.0721735,-7.8855653,-2.5601983,-11.658089,22.569159,0.002465401,0.005779546,0.007875126,2.226345,1.3108615,0.39714286,0.24311748,0.30124998,0.36944002,-49.008587,02
32.231956,0.08351318,31.029186,31.846924,35.285057,4.255871,21.671711,6.4171777,18.351736,12.379251,0.27772856,0.90958893,0.008750752,0.23876905,0.49681062,0.48805988,2.37785,1.7584386,3.7132864,1.9482334,0.07090223,1.0291456,21.547056,0.83752537,3.7159789,2.7672646,12.5351715,1.2372003,-11.257748,-2.0719848,0.018240675,2.1414344,0.74703693,0.9806594,8.677386,0.42218655,1.1957226,8.2393055,17.440844,0.40743342,476.2629,0.43173,1196.4332,0.20096649,-87.33257,-1.0927755,1518.5807,0.24580152,763.3601,0.44553766,-85.09364,-1.0305257,2632.5374,0.11117619,657.91113,0.56518,-87.18344,-0.9845749,-14.417846,-0.4185868,20.63162,0.30935887,0.096568994,0.45033613,-0.028702071,-0.53294754,0.10983742,0.6055665,32.751907,0.33102545,2.0329132,5.535902,17.288275,1.003572,-20.881319,-1.1643609,-9.507003,19.590399,0.036319572,0.010502643,0.008638845,1.3745705,0.8665511,0.71,0.9285903,0.29714283,0.40885603,-40.44471,02
32.555187,0.065340765,31.379349,31.921799,35.38458,4.00523,8.784769,3.4729261,17.34315,10.612008,0.10995777,0.8498214,0.0099837715,0.10439205,0.19672541,0.18674164,1.2006865,0.8680736,1.1055958,0.6045683,0.019957336,1.0205431,21.179522,0.9783929,14.042963,0.7002182,10.433556,1.052878,0.33138484,53.73161,0.007107888,1.1270233,0.5468242,1.0297514,10.330769,0.3190867,2.9556105,2.3818564,27.760788,0.203509,486.0696,0.42226997,1220.2213,0.22567102,-106.52886,-0.87591326,1447.708,0.21054018,851.544,0.26077995,-110.582466,-0.7822047,2703.875,0.07999269,673.33014,0.5576793,-116.84158,-0.68686795,-18.0561,-0.4225388,29.44057,0.3083922,0.071409345,0.48399642,-0.021158803,-0.5458459,0.031756762,0.62501335,36.089706,0.36176416,14.505062,0.55821544,11.760396,1.0785098,-11.7997,-1.4050226,-12.397518,23.601086,-0.005887678,0.0076830625,0.008160606,1.9762846,1.5968064,0.31,0.18540497,0.2622222,0.340352,-50.326733,02
32.234776,0.08713995,31.193127,31.84995,35.367504,4.1743774,30.817486,22.282253,10.714844,10.206169,0.1594756,0.89468426,0.0157842,0.1535759,0.25903392,0.24324971,1.5990292,1.2175746,2.013446,1.3219925,0.03230027,1.0567312,23.59235,0.8099031,8.749395,1.365141,10.341517,1.1969506,-2.0878897,-9.554475,0.010260033,1.2642713,0.61866236,0.99717647,9.201068,0.45547765,1.8630396,3.86053,21.420616,0.36811396,492.1676,0.48946196,1156.4382,0.27054334,-94.67272,-0.9894299,1464.8873,0.23642589,865.86005,0.27704346,-99.84486,-0.8782586,2633.8315,0.10166579,613.2689,0.6229608,-103.69068,-0.8100072,-15.2967415,-0.47418943,23.778889,0.32422292,0.0820477,0.44774872,-0.022534806,-0.5652173,0.0500022,0.6835811,33.527317,0.4334185,7.79114,1.3527943,12.610785,1.0640173,-11.189443,-1.9661239,-10.562688,21.493656,0.015213162,0.0014567403,0.010932416,1.5625,1.775148,0.30444443,0.23697685,0.21399999,0.29428557,-47.086025,02
32.01212,0.083978795,31.187317,31.745102,34.592274,3.4049568,25.622534,13.371455,24.51773,12.859514,0.19059156,0.9665468,0.007716533,0.15042074,0.33543983,0.3277233,2.0990896,1.5989548,1.807555,1.2932878,0.04172872,1.0963889,23.101124,0.8566377,5.615074,2.1099386,15.99251,1.0095578,-5.8060503,-3.4503298,0.016686166,2.2497,0.72458607,1.1301293,9.107648,0.3747231,1.5432655,5.217051,20.697277,0.44194776,421.23642,0.34270644,1210.9617,0.19952574,-88.10313,-1.0771029,1391.1945,0.18527126,845.2128,0.34413052,-93.17727,-0.9386206,2536.199,0.08059966,679.5552,0.55179286,-95.88399,-0.8900009,-15.405523,-0.53431356,22.872751,0.4370306,0.08229208,0.42700323,-0.028016683,-0.4637944,0.0649519,0.6944594,36.202133,0.29206535,3.9047375,3.3632724,21.231813,0.8385799,-13.655884,-1.5626924,-11.125376,21.25325,0.034347977,0.011450682,0.010955616,1.3136289,0.9933775,0.59166664,0.42013553,0.33714285,0.40622702,-44.708225,02
32.201534,0.08372524,31.17107,31.81781,35.06443,3.8933601,20.616404,7.9838467,28.005009,15.431358,0.2544555,0.9338167,0.0135436645,0.20764987,0.48419502,0.47065136,1.9640077,1.4005017,2.6034791,1.7472559,0.06518965,1.1700941,23.069263,0.76071435,0.76867783,16.12996,16.747149,1.0805684,-5.065546,-3.5314705,0.01099042,1.1333358,0.67708004,0.83859485,8.716468,0.3971536,2.648446,3.5919101,18.623266,0.4036716,414.24576,0.38987422,1171.4283,0.18705587,-89.569756,-1.067899,1405.8346,0.18544179,803.77747,0.391489,-91.09268,-0.95757276,2486.5908,0.08026786,698.9287,0.4651031,-91.59797,-0.94903105,-13.533709,-0.5775937,19.887472,0.45610112,0.09936305,0.4140955,-0.027621608,-0.4240378,0.10176549,0.7693374,33.723545,0.31133735,-1.0937846,-11.7783575,24.246597,0.7694187,-11.614892,-1.6702671,-8.453647,19.590263,0.032657046,0.008787607,0.013138832,1.461039,0.9819968,0.6016667,0.26346514,0.3866667,0.42503592,-42.023937,02
32.129997,0.0762287,31.023129,31.907372,34.874542,3.8514137,41.238323,53.947884,19.627298,15.9164505,0.19123289,0.9622621,0.0091662705,0.17035416,0.29742318,0.2882569,1.7369173,1.3706493,1.7475935,1.1667056,0.047920614,1.4225148,24.316456,0.84072596,8.387155,1.3707798,11.541527,1.054721,-8.210397,-3.057643,0.014860574,2.4132464,0.7206222,0.9482124,8.8719635,0.43507203,1.9881674,3.7335672,22.432146,0.36138818,440.1517,0.38063323,1229.8829,0.20593184,-83.351654,-1.1133323,1380.8678,0.21155457,889.4037,0.2925162,-86.54182,-1.0128738,2610.438,0.07651818,616.1335,0.6172491,-92.69185,-0.89078295,-15.814172,-0.51044464,24.934261,0.34548268,0.08564195,0.3951173,-0.027088787,-0.5374469,0.07190185,1.0617874,36.18422,0.33695057,5.7799797,1.9964916,13.573152,1.0158887,-19.060947,-1.3569245,-12.209478,22.352936,0.02071021,0.010152492,0.01097442,1.5463918,1.2131716,0.5042857,0.34254748,0.29714283,0.37487957,-43.81637,02
31.699884,0.12086387,30.872654,31.886856,35.32012,4.447468,54.54827,34.767357,34.30745,12.341339,0.26841447,0.99807024,0.01283041,0.20640302,0.5037396,0.4909092,2.1745877,1.5649848,2.2873013,1.1020539,0.071363494,1.4247838,24.552696,0.76039,3.1264837,4.883158,10.887798,1.2813239,-6.4823594,-3.503077,0.021336507,2.5568128,0.7844321,1.0086236,8.388747,0.47445217,3.1187677,2.9581373,20.105644,0.4981359,450.2151,0.47646052,1207.412,0.21566701,-83.177986,-1.1344069,1410.8575,0.21063901,868.4037,0.32323515,-84.60766,-1.0443988,2564.384,0.099193715,662.8488,0.5304713,-88.07409,-0.9700561,-14.92625,-0.5691895,23.008644,0.41843507,0.08986162,0.5461772,-0.025827305,-0.50725734,0.10892695,1.0287923,34.94669,0.35723254,0.7331639,22.313828,15.840968,0.90287805,-14.891068,-1.6603925,-8.227538,19.751257,0.01206511,0.004769296,0.008778443,1.5025042,0.84175086,0.74,0.49827704,0.424,0.41950443,-39.827835,02
32.17083,0.096265815,30.873722,31.819517,35.27609,4.4023666,207.98848,147.76231,17.55278,13.714918,0.17960027,1.0183105,0.00728824,0.13514072,0.3477366,0.34044835,3.831372,3.2850554,3.4141202,2.0199847,0.060139608,1.1745429,15.434629,1.268998,7.830241,1.2970502,10.948863,1.163518,2.653724,5.9789705,0.018970566,1.4198195,1.0399648,0.7546014,8.024025,0.466087,5.412443,1.3880386,23.674463,0.24380316,518.2089,0.4650689,1192.1908,0.24933484,-118.67105,-0.7860247,1548.852,0.22968467,827.75775,0.41669768,-120.44613,-0.7180288,2613.224,0.12373383,799.18756,0.43254763,-122.80212,-0.6805677,-15.590404,-0.5050659,24.263807,0.35342756,0.055507455,0.83592075,-0.017465375,-0.81273556,0.115063325,0.546983,31.889091,0.4640176,8.964902,1.2836303,14.524947,1.1672381,-4.8656044,-4.01988,-7.7098517,18.523996,0.0014054873,0.0103785945,0.016167132,2.5252526,1.534527,0.285,0.10904892,0.41,0.43252745,-43.98621,03
31.780775,0.120692916,31.004257,31.936022,33.185986,2.1817284,145.55649,196.89401,50.668533,51.303608,0.24603252,1.083039,0.00830716,0.16172582,0.4878865,0.47957933,6.4656296,4.1647706,4.3506975,2.1897519,0.10937909,1.2357017,17.010366,0.9792319,8.6898155,1.1344697,9.82234,1.4043223,2.4428813,6.815772,0.043431684,2.4167395,1.0864499,0.7537965,7.2634254,0.56272924,4.3951683,1.8365837,22.917252,0.31103644,491.63052,0.3734497,1215.5828,0.19971052,-115.83149,-0.81689316,1539.616,0.2069742,842.9794,0.5109987,-117.53147,-0.75246227,2595.4841,0.11304721,792.34656,0.4537332,-120.40399,-0.7072929,-14.757589,-0.4948442,24.03208,0.31999916,0.024219573,1.9049518,-0.018003792,-0.8507507,0.20648926,0.6473964,29.338324,0.45598125,7.54126,1.5140873,11.895338,1.4885463,-5.5165253,-3.6918116,-11.91973,22.839369,-0.010392684,0.005443387,0.028492808,2.6894867,1.2376238,0.36599997,0.25096613,0.35,0.42426407,-40.390427,03
31.926064,0.09599542,30.813936,31.703484,34.834908,4.0209713,195.72836,242.99013,19.872948,8.783508,0.23698506,0.89516425,0.012751227,0.2345446,0.43187627,0.41912505,2.9732234,1.7229179,3.3704379,1.4544284,0.078979306,1.1454992,20.705914,0.9966549,9.082335,1.3497752,10.251922,1.194174,1.5627737,12.838879,0.02360066,2.6983213,0.92512465,0.9579824,8.156968,0.49256662,2.628953,2.8394012,24.235662,0.2307068,529.3045,0.46570063,1244.6329,0.22676313,-98.39971,-0.9562702,1483.6287,0.22028941,910.04694,0.3048999,-102.21582,-0.85805184,2635.6917,0.10539207,716.1415,0.5333436,-106.42981,-0.7867035,-17.029423,-0.46981186,26.362104,0.34450227,0.065393865,0.6557152,-0.023325982,-0.6970357,0.1311181,0.66227573,34.54735,0.44472563,10.709386,0.9055105,12.373776,1.2299613,-7.390559,-3.0340288,-6.4583616,18.930008,-0.0041300254,0.009889263,0.016510239,2.9411764,0.91533184,0.59499997,0.6877681,0.38,0.38641945,-40.800434,03
32.78148,0.084424935,31.06604,31.880545,35.27414,4.2080994,20.745481,6.7032695,6.734895,5.8932967,0.13961665,1.0605739,0.008761223,0.0849222,0.26627496,0.25751373,3.938712,2.395573,2.9186468,1.7615526,0.04944818,1.4139501,17.337582,1.1344349,12.209416,0.7146754,13.593744,0.6690666,3.061763,5.3075047,0.013972124,1.15946,1.0827987,0.9380017,8.346846,0.4956232,5.565388,1.5952733,24.074633,0.3192867,555.7757,0.47245058,1155.0862,0.2611763,-124.38854,-0.7247497,1567.6938,0.2671328,815.0358,0.34335515,-124.135056,-0.67974776,2657.9639,0.104493834,687.49615,0.46422654,-126.50379,-0.64461344,-17.663357,-0.4927605,26.057743,0.34146747,0.052310735,0.9380852,-0.020489296,-0.76864636,0.09791825,0.8436452,32.445877,0.48724753,11.032819,0.79742765,16.70105,0.684038,-8.233476,-2.1968787,-14.681734,25.847017,-0.032876894,0.0074420073,0.013482035,2.1479714,1.9323672,0.21249999,0.17907749,0.2775,0.36502567,-45.857315,03
32.864212,0.14677571,30.887054,32.07587,35.673683,4.7866287,88.10753,77.34119,59.913635,54.914528,0.4829392,0.9593689,0.01005144,0.40367863,0.8980876,0.8880362,5.861644,3.749617,6.640906,5.0118775,0.17662229,1.0871361,17.52298,0.9537356,0.6077603,21.857203,12.852764,1.2891762,1.1205549,17.771389,0.022256652,2.1824923,0.8913943,0.77884465,6.173251,0.80317277,-0.85728216,-13.712458,11.820685,0.9581419,625.3149,0.5260548,1102.0768,0.31872723,-90.90044,-1.0295033,1638.183,0.2518086,793.2012,0.4361522,-83.12923,-1.0778667,2682.162,0.1276538,734.6352,0.5297837,-84.433044,-1.0476421,-9.054432,-0.9788504,15.245869,0.60225105,0.07455549,0.6086033,-0.022165552,-0.7911614,0.27120763,0.67682207,25.562475,0.54725045,-3.1634924,-4.5328617,15.533532,1.279091,-4.834342,-4.534918,-9.274874,19.008764,0.0009623271,0.007854425,0.018970596,1.9267823,0.77821016,0.805,0.932376,0.36599997,0.32542896,-35.068783,03
32.311035,0.091579,31.212317,32.144882,35.246574,4.034258,30.982346,25.565365,27.87748,11.5973625,0.46982583,0.98050576,0.05750073,0.42113054,0.78583676,0.72833604,7.6590915,4.8760376,6.4224644,3.4019177,0.19144186,1.2341397,16.56061,0.93761396,1.0233376,12.483597,12.826812,1.4517903,0.32390386,61.40036,0.019406416,3.058775,0.9143277,0.8006251,6.6482644,0.6315045,1.7482967,5.3838363,14.544259,0.52251524,629.6584,0.46709588,1136.6606,0.29998037,-108.79131,-0.8644997,1686.5774,0.24321012,774.0389,0.48235112,-99.703766,-0.9164288,2713.0334,0.12258669,787.61316,0.4865123,-100.60491,-0.89885116,-10.237756,-0.89029187,16.598612,0.58336174,0.06309756,0.739223,-0.023852669,-0.7875338,0.32487422,0.74765927,26.21354,0.5007579,-0.03547884,-383.0776,18.600204,1.1848457,-7.1258364,-3.2567647,-7.873683,18.394676,-0.00083657965,0.007253239,0.030756265,2.2633746,1.2474012,0.4333333,0.21320309,0.29714283,0.4137533,-34.69808,03
31.578068,0.12324429,30.663345,31.67571,34.056217,3.3928719,32.4025,30.413908,38.98165,24.452482,0.4823713,0.98204297,0.010477731,0.44774857,0.8504319,0.8399542,6.513189,5.3224936,6.1571994,3.6560066,0.21482296,1.1058879,17.574524,0.969172,2.1893897,6.638671,10.9089365,1.246413,-3.8796008,-5.2632513,0.037962556,2.3381948,0.9941223,0.81493914,5.647199,0.6278406,0.47297868,21.17711,14.802468,0.51910454,754.97766,0.41625187,1092.3011,0.2834004,-101.316216,-0.9382596,1885.436,0.21473001,781.6746,0.47007418,-96.60663,-0.9499732,2861.7239,0.11684761,908.9939,0.5717544,-97.80569,-0.92661476,-10.932588,-0.7365664,16.490957,0.49850664,0.085446306,0.5513744,-0.025259322,-0.6893094,0.36392447,0.58644795,27.988462,0.45379198,-3.0118334,-5.0039983,14.858841,1.094963,-12.913519,-1.7817934,-9.3818245,19.311049,0.003738893,0.005216133,0.031745512,2.3809524,1.094092,0.5,0.37432605,0.32666668,0.36795226,-34.40072,03
32.357426,0.15470776,30.670424,31.74858,35.320465,4.6500416,55.00428,17.108202,29.574167,13.770727,0.43528143,0.7704404,0.02233152,0.51115066,0.7496073,0.7272758,3.928423,2.252879,4.3445096,2.6687627,0.15242782,0.88562524,17.26904,1.0974807,4.899994,2.433136,8.734434,1.5912462,-2.1087816,-8.353532,0.021252437,3.042753,0.83983463,0.84609413,7.2069683,0.55162126,0.3021407,32.248596,16.087894,0.38876864,562.7646,0.46398273,1182.0054,0.21304113,-103.631546,-0.9206191,1598.5598,0.24497576,813.1379,0.34324282,-95.42494,-0.9387437,2656.2258,0.1156678,778.54114,0.6075017,-97.275215,-0.90093964,-12.118676,-0.59579766,18.312883,0.44133416,0.07587172,0.6251729,-0.026790336,-0.7065711,0.24050106,0.42982936,27.999847,0.5341413,3.2795744,3.5105236,10.200924,1.6655867,-9.092667,-2.1651342,-6.378675,15.942446,-0.0024412624,0.004774824,0.035138544,3.206413,1.2145749,0.4683333,0.27485853,0.33166668,0.37378317,-36.004833,03
31.483852,0.08685196,30.62844,31.698734,34.013145,3.3847046,25.949097,11.65751,15.21176,7.8192177,0.23678145,0.9341382,0.008952229,0.21287619,0.40345705,0.39450482,2.5901608,2.53612,3.7718425,2.3273678,0.055036113,0.9554404,23.029036,0.8355584,9.256135,1.0464094,14.35623,0.94758946,-1.2016969,-15.016307,0.027909689,2.6559014,0.67166156,0.9283631,8.962637,0.42910317,1.3964546,5.474123,20.838533,0.34421292,474.57648,0.50350523,1262.777,0.21390371,-83.729294,-1.1199367,1417.5217,0.2542037,948.2154,0.45736444,-87.05006,-0.99566,2532.6611,0.1066266,680.3675,0.5266827,-90.2962,-0.93005437,-16.608543,-0.43615684,23.45381,0.3181613,0.084881455,0.49014664,-0.026947606,-0.55321074,0.08195211,0.5626535,34.62458,0.36003545,8.363799,1.3098875,16.536034,0.97673106,-7.996112,-2.3535824,-13.541582,23.848837,-0.009011871,0.0086136935,0.011072628,1.6393443,0.7352941,0.84,0.36359316,0.32666668,0.41092035,-41.406666,04
31.54586,0.070939966,30.692759,31.627066,32.72294,2.03018,45.24358,51.56823,16.81785,7.7431836,0.22849232,0.9069286,0.011875642,0.21271579,0.3835593,0.37168366,2.7306962,2.1555564,3.325162,2.103724,0.057507686,0.974552,23.012188,0.8043182,5.5212607,1.8159344,11.186809,1.1310657,-5.461991,-3.3987296,0.022616869,1.948417,0.79503524,0.9321297,8.512982,0.4095718,0.22609924,34.020634,20.941828,0.35421458,501.71152,0.46666604,1290.2229,0.19829218,-93.07655,-1.0255053,1493.7523,0.25059327,930.66046,0.4679531,-93.08814,-0.946987,2607.2676,0.12104718,703.1334,0.50442046,-95.8901,-0.8921041,-16.210804,-0.45977792,22.655327,0.3260488,0.09356696,0.40475145,-0.030065263,-0.54815066,0.09052366,0.5411293,35.12811,0.34648147,5.675634,1.858414,14.370672,1.0168049,-12.740674,-1.6097898,-8.661952,19.913284,0.026997656,0.009067182,0.013065949,1.6393443,1.1029412,0.52166665,0.27546424,0.36166668,0.40242663,-42.208668,04
